#,单词,音标,解释,笔记 
1029,"stationary","英:/'steɪʃ(ə)n(ə)rɪ/ 美:/'steʃənɛri/","adj. 固定的；静止的；定居的；常备军的
n. 不动的人；驻军",
1030,"steadily","英:/ˈstedɪlɪ/ 美:/'stɛdəli/","adv. 稳定地；稳固地；有规则地",
1031,"steel","英:/stiːl/ 美:/stil/","- n. 钢, 钢铁
- vt. 使坚强, 使坚定

时 态:  
steeled, steeling, steels",
1032,"steeple","英:/'stiːp(ə)l/ 美:/'stipl/","n. (教堂的)尖塔",
1033,"stench","英:/sten(t)ʃ/ 美:/stɛntʃ/","- n. 恶臭；臭气
- vt. 使…散发恶臭
- vi. 发恶臭",
1034,"step down","","step down
     step down to leave an important job or official position, especially so that someone else can do it instead of you:
   ▪ In 1990 the president announced that he was stepping down as party leader.
   + from
   ▪ Vice chairman, Alan Binder said that he would step down from the central bank when his present contract expired.
   ■ SIMILAR TO: ↑stand down, ↑step aside",
1035,"step in","","step in
     step in to try to help or stop the trouble when a situation is difficult or there is an argument:
   ▪ Gary stepped in to calm things down between the boys.
   ▪ Compaq computer corporation stepped in to provide Connor with $12 million in start-up funding.
   ■ SIMILAR TO: intervene  formal",
1036,"stereotype","英:/'sterɪə(ʊ)taɪp/ 美:/'stɛrɪətaɪp/","- n. 老套, 模式化的见解, 有老一套固定想法的人
- vt. 把…模式化, 使成陈规

时 态:  
stereotyped, stereotyping, stereotypes 

名 词:  
stereotyper",
1037,"stiff","英:/stɪf/ 美:/stɪf/","- adj. 严厉的；呆板的；坚硬的；拘谨的；艰难的
- adv. 彻底地；僵硬地
- n. [俚]死尸；令人讨厌者；流通票据；劳动者
- vt. 亏待侍者等
- vi. 在商业上惨败


比较级:  
stiffer, stiffest 

形容词:  
stiffish

副 词:  
stiffly

名 词:  
stiffness",
1038,"sting","英:/stɪŋ/ 美:/stɪŋ/","sting
  [stung, stung, stinging]
 sting for 
     sting sb for sth informal, especially BrE to charge someone a lot of money for something, especially an unreasonably large amount:
   ▪ Last time I took my car in for a service, they stung me for about $400.
   ▪ How much did they sting you for?",
1039,"stint","英:/stɪnt/ 美:/stɪnt/","n. 节约；定额，定量；从事某项工作的时间；有限供给，有限的努力；滨鹬；一段时间
v. 节省；限制；节约，吝啬；限量给；紧缩，节省


时 态:  
stinted, stinting, stints 

名 词:  
stinter",
1040,"stock","英:/stɒk/ 美:/stɑk/","stock
  [stocked, stocked, stocking]
 stock up 
     stock up to buy a lot of something, especially food or drink, for example because it is cheap or in order to keep it for when you need it later
   +on
   ▪ We'll stock up on wine and beer while we're abroad.
   +for
   ▪ Supermarkets were busy with people stocking up for Christmas.
   +with
   ▪ Residents boarded their houses and stocked up with provisions as the hurricane headed towards them.
   ■ SIMILAR TO: ↑load up on, ↑get in",
1041,"strangle","英:/'stræŋg(ə)l/ 美:/'stræŋɡl/","vt. 扼死；使窒息

时 态:  
strangled，strangling，strangles 

名 词:  
strangler",
1042,"strap","英:/stræp/ 美:/stræp/","strap
  [strapped, strapped, strapping]
 strap in/into 
     strap in sb • strap sb in • strap sb into sth to fasten someone into a seat in a car, plane etc using a strong belt, in order to help to keep them safe if there is an accident:
   ▪ Make sure your passengers are all strapped in before you set off.
   strap yourself in
   ▪ He took one of the two pilot seats and began to strap himself in.
 strap up 
     strap up sth • strap sth up BrE to tie a narrow piece of material around part of your body to support it when it has been injured:
   ▪ Play was halted while the goalkeeper's knee was strapped up.
   ▪ She fell and twisted her ankle badly - the doctor strapped it up and told her to rest.",
1043,"stratify","英:/'strætɪfaɪ/ 美:/'strætɪfaɪ/","- vt. 成层；分层；使形成阶层
- vi. 分层；成层；阶层化


时 态:  
stratified, stratifying, stratifies",
1044,"stroke","英:/strəʊk/ 美:/strok/","- n. 一击
- 一画，一笔
- (游泳或划船的)划，划法；游法
- 钟的敲声
- 中风
- 轻抚
- vt. 轻抚，抚摸

时 态:  
stroked，stroking，strokes 

名 词:  
stroker",
1045,"stub","英:/stʌb/ 美:/stʌb/","stub
  [stubbed, stubbed, stubbing]
 stub out 
     stub out sth • stub sth out to stop a cigarette from burning by pressing the end of it against something hard:
   ▪ Christine leaned over and stubbed out her half-smoked cigarette in the ashtray.
   ▪ &quot;Tell you what,&quot; said Mark, stubbing his cigar out messily in his saucer.",
1046,"studded","/'stʌdɪd/","布满颗粒,打上装饰钉,镶嵌",
1047,"stunning","英:/'stʌnɪŋ/ 美:/'stʌnɪŋ/","- adj. 极好的；使人晕倒的；震耳欲聋的
- v. 把…打昏；使震耳欲聋；使大吃一惊（stun的ing形式）


副 词:  
stunningly",
1048,"stylus","英:/'staɪləs/ 美:/'staɪləs/","n. 唱针；铁笔；尖笔；药笔剂


复 数: 
styli",
1049,"subject to","","subject to
  1.   subject sb to sth  usually passive to force someone to experience something very unpleasant:
   ▪ She was subjected to years of battering and abuse before she finally divorced her husband.
   ▪ An African-American friend told me that she is subjected to racist behavior every day.
   ▪ Human rights groups complained that the men had been subjected to torture during interrogation.
  2.  subject sth to tests/analysis/scrutiny etc to test something or examine it carefully:
   ▪ Drugs are subjected to rigorous testing before they can be marketed.
   ▪ The airplane wing is being subjected to scrutiny, as it is thought that the crash could have been caused by a fault in its design.
   ▪ In her report, Patricia M. Morgan subjects government crime statistics to careful analysis.
  3.  be subjected to sth to be affected by physical forces such as heat, light, energy etc:
   ▪ When rocks are subjected to very high temperatures, structural changes occur.
   ▪ They warned us that if the building were subjected to the force of a major earthquake it would certainly collapse.",
1050,"substantiate","英:/səb'stænʃɪeɪt/ 美:/səb'stænʃɪet/","vt. 用事实支持(某主张、说法等)；证明，证实

时 态:  
substantiated，substantiating，substantiates 

名 词:  
substantiation",
1051,"substantive","英:/səbˈstæntɪv/ 美:/ˈsʌbstəntɪv/","- adj. 真的，真实的，实在的，实际的
- (军衔)永久的；非临时的
- adv. 真实地
- n. 真实

副 词:  
substantively",
1052,"substitute","英:/'sʌbstɪtjuːt/ 美:/'sʌbstɪtut/","vt. & vi. 代替, 替换, 代用

时 态:  
substituted, substituting, substitutes 

名 词:  
substitutability

形容词:  
substitutable",
1053,"substituted","/'sʌbstə,tjʊt/","取代的,代替的",
1054,"substrate","英:/'sʌbstreɪt/ 美:/'sʌbstret/","- n. (供绘画、印刷等的)底面，基底；基片
- 酶作用物
- (有机体的)培养基",
1055,"such-and-such","/'sʌtʃən'sʌtʃ/","- adj. 如此这般的,这样那样的,某某的
- pron. 某某人或事物,这样的人或事物",
1056,"suggest","英:/sə'dʒest/ 美:/sə'dʒɛst/","vt. 提议，建议；启发；使人想起


时 态:  
suggested, suggesting, suggests",
1057,"suggestion","英:/sə'dʒestʃ(ə)n/ 美:/sə'dʒɛstʃən/","- n. 建议, 意见
- 细微的迹象",
1058,"summon","英:/'sʌmən/ 美:/'sʌmən/","summon
  [summoned, summoned, summoning]
 summon up 
  1.   summon up sth to try very hard to find something such as courage, energy, or strength in yourself, because you need it to do something:
   ▪ Geoffrey summoned up all his powers of concentration and looked down at the exam paper.
   summon up the courage/strength etc to do sth
   ▪ She lay there panting for a while, trying to summon up the strength to move.
   summon up a smile
   ▪ &quot;You look a little pale.&quot; Paige summoned up a smile. &quot;I'm fine&quot;.
   ■ SIMILAR TO: ↑muster up
  2.   summon up sth if something summons up a memory, thought or image, it makes you remember it or think of it:
   ▪ The smell of the sea summoned up memories of childhood holidays, of long days spent playing on the beach.
   ■ SIMILAR TO: evoke, ↑conjure up
  3.   summon up sth to succeed in getting people to help you, or in getting something that you need for a particular purpose:
   ▪ Because of our late arrival, the hotel restaurant could summon up only half-cold packet soup and some dry bread.
   ▪ Rita had summoned up a group of supporters. Most of them did look a little strange.
  4.   summon up sb/sth to communicate with the spirits of dead people, and tell them to come to you:
   ▪ They stand in a ring and hold hands, and summon up the spirits of the dead.
   ▪ He cried out in a voice that would summon up the devil from the deepest part of hell.",
1059,"supperless","/'sʌpəlis/","adj. 未吃晚饭的,没有晚饭的",
1060,"supplementary","英:/ˌsʌplɪ'ment(ə)rɪ/ 美:/ˌsʌplɪ'mɛntri/","adj. 增补的; 补充的",
1061,"surmount","英:/sə'maʊnt/ 美:/sɚ'maʊnt/","- vt. 战胜；克服(困难)
- 居于…之上，在…顶上

时 态:  
surmounted，surmounting，surmounts 

形容词:  
surmountable",
1062,"surname","英:/'sɜːneɪm/ 美:/'sɝ'nem/","- n. 姓，姓氏；绰号，别名
- vt. 给…起别名；给…姓氏


时 态:  
surnamed, surnaming, surnames",
1063,"surround","英:/sə'raʊnd/ 美:/sə'raʊnd/","- vt. 围绕；包围
- n. 围绕物
- adj. 环绕立体声的


时 态:  
surrounded, surrounding, surrounds",
1064,"suspicion","英:/sə'spɪʃ(ə)n/ 美:/sə'spɪʃən/","- n. 怀疑, 嫌疑
- 疑心, 猜疑
- 一点儿, 少量

时 态:  
suspicioned, suspicioning, suspicions",
1065,"suspicious","英:/sə'spɪʃəs/ 美:/sə'spɪʃəs/","- adj. 猜疑的, 疑心的
- 可疑的
- 表示怀疑的

副 词:  
suspiciously",
1066,"swath","英:/swɒθ/ 美:/sweð/","n. 细长的列；收割的刈痕；收割的宽度",
1067,"swirl","英:/swɜːl/ 美:/swɝl/","- n. 漩涡；打旋；涡状形
- vi. 盘绕；打旋；眩晕；大口喝酒
- vt. 使成漩涡


时 态:  
swirled, swirling, swirls 

形容词:  
swirly",
1068,"switch to","","转变",
1069,"symbiotic","/sɪmbaɪ'ɑtɪk/","adj. 共生的",
1070,"syndrome","英:/'sɪndrəʊm/ 美:/'sɪndrəm/","- n. 综合征
- (某种条件下有共同特征的)一系列表现(事件、举动等)

形容词:  
syndromic",
1071,"synthesize","英:/ˈsɪnθɪˌsaɪz/ 美:/'sɪnθəsaɪz/","- vt. 综合, 使合成
- 人工合成

时 态:  
synthesized, synthesizing, synthesizes",
1072,"synthetically","英:/sin'θetikəli/ 美:/sɪnˈ θ ɛtɪk l..ɪ/","- adv. 综合地
- 以合成方法",
1073,"tacit","英:/'tæsɪt/ 美:/'tæsɪt/","- adj. 缄默的,不说话的
- 暗示的,不言而喻的
- 不明言的,默许的
- 由法律的效力而产生的,法定的

副 词:  
tacitly",
